filename,filepath,parse_success,error,title,composer,num_parts,num_measures,actual_measures,num_notes,num_chords,num_rest,num_accidentals,accidental_ratio,pitch_min,pitch_max,pitch_range_semitones,num_large_leaps,large_leap_ratio,max_large_leap_semitones,max_polyphony,duration_quarter_lengths,note_density,chord_ratio,tempo_bpm,time_signatures,key_signature_sharps,no_key_signature,right_hand_single_notes,right_hand_chords,left_hand_single_notes,left_hand_chords,left_hand_melody_range_semitones,left_hand_is_melody,selected
Happy_Little_Pill__NA__m060-067__c000997.musicxml,candidate_musicxml_full_bothhands\Happy_Little_Pill__NA__m060-067__c000997.musicxml,True,,Happy Little Pill,,2,16,8,58,8,5,0,0.0,E2,B5,43,10,0.30303030303030304,19,4,32.0,1.8125,0.19047619047619047,,4/4,0,True,34,0,0,8,0,False,True
Havana__NA__m063-070__c001700.musicxml,candidate_musicxml_full_bothhands\Havana__NA__m063-070__c001700.musicxml,True,,,,2,16,8,55,1,12,0,0.0,E3,G5,27,5,0.09803921568627451,8,2,39.5,1.3924050632911393,0.018518518518518517,,4/4,0,True,41,1,12,0,5,False,True
Havana__NA__m083-090__c001701.musicxml,candidate_musicxml_full_bothhands\Havana__NA__m083-090__c001701.musicxml,True,,,,2,16,8,46,2,10,0,0.0,E3,C6,32,5,0.125,13,2,36.0,1.2777777777777777,0.045454545454545456,,4/4,0,True,32,2,10,0,5,False,True
Himno_Atl_tico_de_Madrid__Compuesto_por_J.A._Granados_A._Curr_s__m001-008__c003230.musicxml,candidate_musicxml_full_bothhands\Himno_Atl_tico_de_Madrid__Compuesto_por_J.A._Granados_A._Curr_s__m001-008__c003230.musicxml,True,,Himno Atlético de Madrid,Compuesto por J.A. Granados & A. Currás,2,16,8,54,3,5,0,0.0,F2,G5,38,3,0.06521739130434782,7,3,29.0,1.8620689655172413,0.058823529411764705,,4/4,0,True,32,0,16,3,5,False,True
Himno_Atl_tico_de_Madrid__Compuesto_por_J.A._Granados_A._Curr_s__m012-019__c003231.musicxml,candidate_musicxml_full_bothhands\Himno_Atl_tico_de_Madrid__Compuesto_por_J.A._Granados_A._Curr_s__m012-019__c003231.musicxml,True,,Himno Atlético de Madrid,Compuesto por J.A. Granados & A. Currás,2,16,8,62,2,6,2,0.03225806451612903,C2,A5,45,9,0.16071428571428573,15,3,32.0,1.9375,0.03333333333333333,,4/4,0,True,31,0,27,2,17,False,True
Holy_Night_Stille_Nacht__NA__m002-009__c002102.musicxml,candidate_musicxml_full_bothhands\Holy_Night_Stille_Nacht__NA__m002-009__c002102.musicxml,True,,Stille Nacht,,2,16,8,66,4,0,0,0.0,G2,G5,36,4,0.07692307692307693,10,6,24.0,2.75,0.06896551724137931,,3/4,0,True,12,3,42,1,12,False,True
Holy_Night_Stille_Nacht__NA__m021-028__c002103.musicxml,candidate_musicxml_full_bothhands\Holy_Night_Stille_Nacht__NA__m021-028__c002103.musicxml,True,,Stille Nacht,,2,16,8,59,2,0,0,0.0,G2,F5,34,16,0.3137254901960784,16,4,24.0,2.4583333333333335,0.03636363636363636,,3/4,0,True,17,0,36,2,21,False,True
Hopeful_Ending__NA__m007-014__c003507.musicxml,candidate_musicxml_full_bothhands\Hopeful_Ending__NA__m007-014__c003507.musicxml,True,,Peace 100bpm,,2,16,8,36,10,6,0,0.0,G2,G5,36,5,0.3333333333333333,17,4,32.0,1.125,0.38461538461538464,,4/4,0,True,16,1,0,9,0,False,True
House_Carpenter_w_base_line_seperate__NA__m005-012__c002491.musicxml,candidate_musicxml_full_bothhands\House_Carpenter_w_base_line_seperate__NA__m005-012__c002491.musicxml,True,,House Carpenter w/ base line,,2,16,8,55,1,32,0,0.0,E3,E5,24,2,0.0392156862745098,8,2,32.0,1.71875,0.018518518518518517,,4/4,0,True,37,1,16,0,5,False,True
House_Carpenter_w_base_line_seperate__NA__m014-021__c002492.musicxml,candidate_musicxml_full_bothhands\House_Carpenter_w_base_line_seperate__NA__m014-021__c002492.musicxml,True,,House Carpenter w/ base line,,2,16,8,53,1,38,0,0.0,E3,G5,27,3,0.061224489795918366,10,2,32.0,1.65625,0.019230769230769232,,4/4,0,True,35,1,16,0,5,False,True
Howl_s_Moving_Castle_-_Promise_of_the_World__Composed_byJoe_Hisaishi_Transcribed_by_Andrea_Tam__m001-008__c002442.musicxml,candidate_musicxml_full_bothhands\Howl_s_Moving_Castle_-_Promise_of_the_World__Composed_byJoe_Hisaishi_Transcribed_by_Andrea_Tam__m001-008__c002442.musicxml,True,,,,2,16,8,39,4,1,1,0.02564102564102564,C3,A5,33,9,0.3103448275862069,12,4,22.0,1.7727272727272727,0.11428571428571428,50.0,3/4,0,True,16,2,15,2,12,False,True
Howl_s_Moving_Castle_-_Promise_of_the_World__Composed_byJoe_Hisaishi_Transcribed_by_Andrea_Tam__m036-043__c002443.musicxml,candidate_musicxml_full_bothhands\Howl_s_Moving_Castle_-_Promise_of_the_World__Composed_byJoe_Hisaishi_Transcribed_by_Andrea_Tam__m036-043__c002443.musicxml,True,,,,2,16,8,81,10,0,4,0.04938271604938271,C3,B5,35,8,0.13559322033898305,12,3,24.0,3.375,0.14084507042253522,,3/4,0,True,13,10,48,0,17,False,True
How_to_Train_Your_Dragon_Flying_Theme__Perfect_Harmony__m001-008__c002823.musicxml,candidate_musicxml_full_bothhands\How_to_Train_Your_Dragon_Flying_Theme__Perfect_Harmony__m001-008__c002823.musicxml,True,,Flying Theme,Perfect Harmony,2,16,8,81,5,0,0,0.0,G2,F5,34,20,0.2898550724637681,12,3,32.0,2.53125,0.06578947368421052,,4/4,0,True,61,0,10,5,12,False,True
Identity_V_-_Custom_Lobby_ver.1__Skogi__m067-074__c002925.musicxml,candidate_musicxml_full_bothhands\Identity_V_-_Custom_Lobby_ver.1__Skogi__m067-074__c002925.musicxml,True,,,,2,16,8,59,4,15,3,0.05084745762711865,D2,E5,38,9,0.1836734693877551,12,2,32.0,1.84375,0.07272727272727272,,4/4,0,True,12,4,39,0,21,False,True
Identity_V_-_Custom_Lobby_ver.1__Skogi__m073-080__c002926.musicxml,candidate_musicxml_full_bothhands\Identity_V_-_Custom_Lobby_ver.1__Skogi__m073-080__c002926.musicxml,True,,,,2,16,8,52,10,8,1,0.019230769230769232,D4,E5,14,5,0.16129032258064516,10,2,32.0,1.625,0.23809523809523808,,4/4,0,True,32,10,0,0,0,False,True
Indian_National_Anthem__Rabindranath_Tagore__m017-024__c003716.musicxml,candidate_musicxml_full_bothhands\Indian_National_Anthem__Rabindranath_Tagore__m017-024__c003716.musicxml,True,,Indian National Anthem,Rabindranath Tagore,2,16,8,112,1,4,2,0.017857142857142856,C2,C5,36,30,0.2803738317757009,19,4,32.0,3.5,0.00909090909090909,,4/4,0,True,53,0,56,1,19,False,True
Into_the_Lake__Liam_Lancaster__m001-008__c001795.musicxml,candidate_musicxml_full_bothhands\Into_the_Lake__Liam_Lancaster__m001-008__c001795.musicxml,True,,Fred,Liam Lancaster,2,16,8,58,4,10,0,0.0,D3,F5,27,11,0.22916666666666666,11,3,32.0,1.8125,0.07407407407407407,,4/4,0,True,33,4,17,0,10,False,True
In_the_Hall_of_the_Mountain_King__Edvard_Grieg__m001-008__c002315.musicxml,candidate_musicxml_full_bothhands\In_the_Hall_of_the_Mountain_King__Edvard_Grieg__m001-008__c002315.musicxml,True,,In the Hall of the Mountain King,Edvard Grieg,2,16,8,77,1,2,6,0.07792207792207792,A1,E5,43,18,0.2465753424657534,16,2,32.0,2.40625,0.013157894736842105,,4/4,0,True,47,1,28,0,10,False,True
in_the_woods-_doro__NA__m046-053__c002318.musicxml,candidate_musicxml_full_bothhands\in_the_woods-_doro__NA__m046-053__c002318.musicxml,True,,own 2,,2,16,8,154,3,0,0,0.0,E2,D6,46,15,0.1048951048951049,17,4,32.0,4.8125,0.02027027027027027,,4/4,0,True,17,3,128,0,24,False,True
in_the_woods-_doro__NA__m053-060__c002319.musicxml,candidate_musicxml_full_bothhands\in_the_woods-_doro__NA__m053-060__c002319.musicxml,True,,own 2,,2,16,8,168,6,0,10,0.05952380952380952,C2,C6,48,13,0.08783783783783784,17,4,32.0,5.25,0.038461538461538464,,4/4,0,True,22,6,128,0,23,False,True
IONKNO__NA__m024-031__c001376.musicxml,candidate_musicxml_full_bothhands\IONKNO__NA__m024-031__c001376.musicxml,True,,BUMBUM,,2,16,8,80,8,0,0,0.0,B2,E5,29,10,0.15873015873015872,11,3,32.0,2.5,0.1111111111111111,,4/4,0,True,64,0,0,8,0,False,True
I_1__NA__m017-024__c003605.musicxml,candidate_musicxml_full_bothhands\I_1__NA__m017-024__c003605.musicxml,True,,I,,2,16,8,59,2,2,3,0.05084745762711865,G2,C6,41,12,0.22641509433962265,14,3,24.0,2.4583333333333335,0.03508771929824561,,3/4,0,True,42,0,13,2,7,False,True
I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m068-075__c000957.musicxml,candidate_musicxml_full_bothhands\I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m068-075__c000957.musicxml,True,,I am Setsuna (Piano Collection),,2,16,8,42,8,6,0,0.0,F3,A5,28,2,0.125,7,4,24.0,1.75,0.3076923076923077,,3/4,0,True,10,0,8,8,7,False,True
I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m073-080__c000958.musicxml,candidate_musicxml_full_bothhands\I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m073-080__c000958.musicxml,True,,I am Setsuna (Piano Collection),,2,16,8,47,8,3,0,0.0,E3,A5,29,4,0.19047619047619047,10,4,24.0,1.9583333333333333,0.25806451612903225,,3/4,0,True,15,0,8,8,8,False,True
I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m078-085__c000959.musicxml,candidate_musicxml_full_bothhands\I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m078-085__c000959.musicxml,True,,I am Setsuna (Piano Collection),,2,16,8,49,8,1,0,0.0,D3,G5,29,3,0.125,10,4,24.0,2.0416666666666665,0.23529411764705882,,3/4,0,True,17,0,9,8,7,False,True
I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m099-106__c000962.musicxml,candidate_musicxml_full_bothhands\I_am_Setsuna_-_Piano_Collection_Original_and_Adapted_Arrangements__Composed_by_Tomoki_Miyoshi__m099-106__c000962.musicxml,True,,I am Setsuna (Piano Collection),,2,16,8,35,8,0,0,0.0,A2,C6,39,5,0.29411764705882354,19,4,24.0,1.4583333333333333,0.2962962962962963,,3/4,0,True,9,4,10,4,24,False,True
I_Don_t_Love_You__My_Chemical_Romance__m036-043__c003099.musicxml,candidate_musicxml_full_bothhands\I_Don_t_Love_You__My_Chemical_Romance__m036-043__c003099.musicxml,True,,I Don't Love You,My Chemical Romance,2,16,8,102,8,8,0,0.0,G2,F4,22,14,0.16666666666666666,12,3,32.0,3.1875,0.0851063829787234,,4/4,0,True,58,0,28,8,17,False,True
I_like_reading__Leon_Tan__m001-008__c003638.musicxml,candidate_musicxml_full_bothhands\I_like_reading__Leon_Tan__m001-008__c003638.musicxml,True,,I like reading,Leon Tan,2,16,8,31,3,5,0,0.0,E2,A4,29,5,0.21739130434782608,17,3,16.0,1.9375,0.10714285714285714,70.0,2/4,0,True,20,0,5,3,20,False,True
I_like_reading__Leon_Tan__m006-013__c003639.musicxml,candidate_musicxml_full_bothhands\I_like_reading__Leon_Tan__m006-013__c003639.musicxml,True,,I like reading,Leon Tan,2,16,8,36,1,2,0,0.0,G2,D5,31,10,0.3125,17,3,16.0,2.25,0.02857142857142857,,2/4,0,True,27,0,7,1,17,False,True
Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m004-011__c002294.musicxml,candidate_musicxml_full_bothhands\Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m004-011__c002294.musicxml,True,,Je l'aime à mourir,Francis Cabrel,2,16,8,51,9,13,0,0.0,A2,E5,31,5,0.16129032258064516,15,3,32.0,1.59375,0.21428571428571427,,4/4,0,True,12,9,21,0,10,False,True
Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m038-045__c002298.musicxml,candidate_musicxml_full_bothhands\Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m038-045__c002298.musicxml,True,,Je l'aime à mourir,Francis Cabrel,2,16,8,45,4,2,0,0.0,G2,F5,34,6,0.17142857142857143,9,3,32.0,1.40625,0.0975609756097561,,4/4,0,True,15,4,22,0,14,False,True
Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m046-053__c002299.musicxml,candidate_musicxml_full_bothhands\Je_l_aime_mourir_-_Francis_Cabrel__Francis_Cabrel__m046-053__c002299.musicxml,True,,Je l'aime à mourir,Francis Cabrel,2,16,8,38,2,4,0,0.0,F2,D5,33,3,0.09375,12,3,32.0,1.1875,0.05555555555555555,,4/4,0,True,12,2,22,0,16,False,True
John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m081-088__c003253.musicxml,candidate_musicxml_full_bothhands\John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m081-088__c003253.musicxml,True,,turtle,,2,16,8,47,9,2,3,0.06382978723404255,D2,A4,31,6,0.2222222222222222,19,3,32.0,1.46875,0.23684210526315788,130.0,4/4,0,True,9,9,20,0,19,False,True
John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m251-258__c003257.musicxml,candidate_musicxml_full_bothhands\John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m251-258__c003257.musicxml,True,,turtle,,2,16,8,68,1,2,4,0.058823529411764705,D3,E5,26,18,0.28125,17,2,32.0,2.125,0.014925373134328358,120.0,4/4,0,True,33,1,33,0,7,False,True
John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m440-447__c003261.musicxml,candidate_musicxml_full_bothhands\John_Fahey_-_Voice_of_the_turtle__Composed_by_John_Fahey__m440-447__c003261.musicxml,True,,turtle,,2,16,8,77,10,5,5,0.06493506493506493,E2,D4,22,12,0.24489795918367346,7,5,32.0,2.40625,0.16393442622950818,110.0,4/4,0,True,27,6,24,4,10,False,True
Justforyou__Jasonnote__m008-015__c002349.musicxml,candidate_musicxml_full_bothhands\Justforyou__Jasonnote__m008-015__c002349.musicxml,True,,only for you,Jasonnote,2,16,8,42,7,11,3,0.07142857142857142,C3,C6,36,4,0.16666666666666666,12,3,24.0,1.75,0.21212121212121213,,3/4,0,True,16,0,10,7,12,False,True
Justforyou__Jasonnote__m040-047__c002351.musicxml,candidate_musicxml_full_bothhands\Justforyou__Jasonnote__m040-047__c002351.musicxml,True,,only for you,Jasonnote,2,16,8,42,7,11,3,0.07142857142857142,C3,C6,36,4,0.16666666666666666,12,3,24.0,1.75,0.21212121212121213,,3/4,0,True,16,0,10,7,12,False,True
Just_a_regular_piece_of_music_my_first__me__m002-009__c003397.musicxml,candidate_musicxml_full_bothhands\Just_a_regular_piece_of_music_my_first__me__m002-009__c003397.musicxml,True,,~Just a regular piece of music~,me,2,16,8,56,2,6,0,0.0,A2,E5,31,5,0.10416666666666667,9,4,32.0,1.75,0.038461538461538464,,4/4,0,True,22,0,28,2,10,False,True
Just_a_regular_piece_of_music_my_first__me__m007-014__c003398.musicxml,candidate_musicxml_full_bothhands\Just_a_regular_piece_of_music_my_first__me__m007-014__c003398.musicxml,True,,~Just a regular piece of music~,me,2,16,8,54,10,12,0,0.0,G2,E5,33,4,0.18181818181818182,7,4,32.0,1.6875,0.29411764705882354,,4/4,0,True,15,0,9,10,12,False,True
J_ai_demand_la_lune__Indochine__m034-041__c000280.musicxml,candidate_musicxml_full_bothhands\J_ai_demand_la_lune__Indochine__m034-041__c000280.musicxml,True,,J'ai demandé à la lune,Indochine,2,16,8,70,9,3,2,0.02857142857142857,G#2,B5,39,7,0.14583333333333334,14,4,32.0,2.1875,0.15254237288135594,,4/4,0,True,36,0,14,9,5,False,True
Karussell-Walzer__L._Streabbog_1835-1886__m002-009__c002214.musicxml,candidate_musicxml_full_bothhands\Karussell-Walzer__L._Streabbog_1835-1886__m002-009__c002214.musicxml,True,,Karussell-Walzer,,2,16,8,36,4,4,1,0.027777777777777776,C3,C5,24,8,0.3076923076923077,12,2,24.0,1.5,0.125,,3/4,0,True,12,0,16,4,7,False,True
Karussell-Walzer__L._Streabbog_1835-1886__m007-014__c002215.musicxml,candidate_musicxml_full_bothhands\Karussell-Walzer__L._Streabbog_1835-1886__m007-014__c002215.musicxml,True,,Karussell-Walzer,,2,16,8,36,4,5,2,0.05555555555555555,B2,D5,27,6,0.23076923076923078,12,2,24.0,1.5,0.125,,3/4,0,True,13,0,15,4,8,False,True
Karussell-Walzer__L._Streabbog_1835-1886__m018-025__c002216.musicxml,candidate_musicxml_full_bothhands\Karussell-Walzer__L._Streabbog_1835-1886__m018-025__c002216.musicxml,True,,Karussell-Walzer,,2,16,8,36,4,4,1,0.027777777777777776,C3,C5,24,8,0.3076923076923077,12,2,24.0,1.5,0.125,,3/4,0,True,12,0,16,4,7,False,True
Karussell-Walzer__L._Streabbog_1835-1886__m023-030__c002217.musicxml,candidate_musicxml_full_bothhands\Karussell-Walzer__L._Streabbog_1835-1886__m023-030__c002217.musicxml,True,,Karussell-Walzer,,2,16,8,36,4,5,1,0.027777777777777776,B2,D5,27,6,0.23076923076923078,12,2,24.0,1.5,0.125,,3/4,0,True,13,0,15,4,8,False,True
Kelinci_Lagu_Anak-anak__James_Clement_Lim__m009-016__c000432.musicxml,candidate_musicxml_full_bothhands\Kelinci_Lagu_Anak-anak__James_Clement_Lim__m009-016__c000432.musicxml,True,,Lagu Anak-anak,James Clement Lim,2,16,8,86,1,2,0,0.0,C3,E5,28,28,0.34146341463414637,12,2,32.0,2.6875,0.011764705882352941,,4/4,0,True,24,0,60,1,19,False,True
Kuhlau_Sonatina_op._20_Nr._1_C_Major_-_Allegro__Friedrich_Kuhlau_17861832__m001-008__c000104.musicxml,candidate_musicxml_full_bothhands\Kuhlau_Sonatina_op._20_Nr._1_C_Major_-_Allegro__Friedrich_Kuhlau_17861832__m001-008__c000104.musicxml,True,,Sonatine Op. 20 Nr. 1,"Friedrich Kuhlau
(1786–1832)",2,16,8,87,1,4,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,144.0,4/4,0,True,33,0,52,1,24,False,True
Kuhlau_Sonatina_op._20_Nr._1_C_Major_-_Allegro__Friedrich_Kuhlau_17861832__m050-057__c000106.musicxml,candidate_musicxml_full_bothhands\Kuhlau_Sonatina_op._20_Nr._1_C_Major_-_Allegro__Friedrich_Kuhlau_17861832__m050-057__c000106.musicxml,True,,Sonatine Op. 20 Nr. 1,"Friedrich Kuhlau
(1786–1832)",2,16,8,87,1,6,1,0.011494252873563218,G2,E6,45,15,0.18072289156626506,24,3,32.0,2.71875,0.011627906976744186,,4/4,0,True,33,0,52,1,24,False,True
Kyriakos_Timotheou__NA__m003-010__c002747.musicxml,candidate_musicxml_full_bothhands\Kyriakos_Timotheou__NA__m003-010__c002747.musicxml,True,,Kyriakos Song,,2,16,8,80,8,17,4,0.05,A3,F6,32,10,0.18181818181818182,13,4,32.0,2.5,0.125,,4/4,0,True,56,0,0,8,0,False,True
K_ssen_Verboten__Die_PrinzenArr_Alexander_M_ller__m019-026__c001330.musicxml,candidate_musicxml_full_bothhands\K_ssen_Verboten__Die_PrinzenArr_Alexander_M_ller__m019-026__c001330.musicxml,True,,Title,Composer,2,16,8,60,7,18,0,0.0,E2,B5,43,12,0.2727272727272727,16,3,32.0,1.875,0.1320754716981132,,4/4,0,True,24,0,22,7,12,False,True
Last_Breath__James_Ryan_Thompson__m004-011__c003203.musicxml,candidate_musicxml_full_bothhands\Last_Breath__James_Ryan_Thompson__m004-011__c003203.musicxml,True,,Title,James Ryan Thompson,2,16,8,74,4,2,2,0.02702702702702703,A1,E5,43,13,0.203125,19,4,32.0,2.3125,0.05714285714285714,,4/4,0,True,54,2,12,2,22,False,True
Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m008-015__c002195.musicxml,candidate_musicxml_full_bothhands\Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m008-015__c002195.musicxml,True,,,,2,16,8,114,3,0,0,0.0,F2,F5,36,3,0.02830188679245283,7,3,32.0,3.5625,0.02702702702702703,,4/4,0,True,44,3,64,0,24,False,True
Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m045-052__c002196.musicxml,candidate_musicxml_full_bothhands\Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m045-052__c002196.musicxml,True,,,,2,16,8,91,4,0,0,0.0,F2,E6,47,18,0.23376623376623376,19,4,32.0,2.84375,0.04819277108433735,,4/4,0,True,48,0,31,4,26,False,True
Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m083-090__c002198.musicxml,candidate_musicxml_full_bothhands\Last_Christmas_Piano_Blue_Notes_D-Major__Composer_George_MichaelArranger_The_Blue_Notes__m083-090__c002198.musicxml,True,,,,2,16,8,129,9,0,0,0.0,C2,E5,40,10,0.09900990099009901,16,4,32.0,4.03125,0.08035714285714286,,4/4,0,True,39,9,64,0,24,False,True
Lavender_s_Blue__Arr._Camille_Blecher__m003-010__c001725.musicxml,candidate_musicxml_full_bothhands\Lavender_s_Blue__Arr._Camille_Blecher__m003-010__c001725.musicxml,True,,Lavender's Blue,Arr. Camille Blecher,2,16,8,69,8,0,3,0.043478260869565216,G2,G5,36,10,0.21739130434782608,14,6,24.0,2.875,0.14285714285714285,,3/4,0,True,35,3,13,5,19,False,True
La_vie_en_rose_French_lyrics__NA__m003-010__c001150.musicxml,candidate_musicxml_full_bothhands\La_vie_en_rose_French_lyrics__NA__m003-010__c001150.musicxml,True,,la vie en rose,,2,16,8,53,5,2,0,0.0,D3,D5,24,5,0.1388888888888889,9,4,32.0,1.65625,0.11627906976744186,,4/4,0,True,34,0,4,5,2,False,True
La_vie_en_rose_French_lyrics__NA__m008-015__c001151.musicxml,candidate_musicxml_full_bothhands\La_vie_en_rose_French_lyrics__NA__m008-015__c001151.musicxml,True,,la vie en rose,,2,16,8,53,3,2,0,0.0,D3,D5,24,8,0.19047619047619047,14,4,32.0,1.65625,0.06382978723404255,80.0,4/4,0,True,31,0,13,3,7,False,True
La_vie_en_rose_French_lyrics__NA__m013-020__c001152.musicxml,candidate_musicxml_full_bothhands\La_vie_en_rose_French_lyrics__NA__m013-020__c001152.musicxml,True,,la vie en rose,,2,16,8,68,3,0,0,0.0,D3,E5,26,9,0.15789473684210525,12,4,32.0,2.125,0.04838709677419355,80.0,4/4,0,True,37,0,22,3,9,False,True
left_behind_-_doro__NA__m008-015__c000809.musicxml,candidate_musicxml_full_bothhands\left_behind_-_doro__NA__m008-015__c000809.musicxml,True,,own,,2,16,8,70,1,0,0,0.0,F2,C6,43,10,0.15151515151515152,10,3,32.0,2.1875,0.014492753623188406,,4/4,0,True,21,0,47,1,19,False,True
left_behind_-_doro__NA__m013-020__c000810.musicxml,candidate_musicxml_full_bothhands\left_behind_-_doro__NA__m013-020__c000810.musicxml,True,,own,,2,16,8,85,3,1,0,0.0,F1,E6,59,6,0.07792207792207792,10,3,32.0,2.65625,0.036585365853658534,,4/4,0,True,18,0,61,3,16,False,True
left_behind_-_doro__NA__m019-026__c000811.musicxml,candidate_musicxml_full_bothhands\left_behind_-_doro__NA__m019-026__c000811.musicxml,True,,own,,2,16,8,95,8,0,0,0.0,F1,A6,64,7,0.09090909090909091,12,3,32.0,2.96875,0.09195402298850575,,4/4,0,True,23,0,56,8,9,False,True
left_behind_-_doro__NA__m024-031__c000812.musicxml,candidate_musicxml_full_bothhands\left_behind_-_doro__NA__m024-031__c000812.musicxml,True,,own,,2,16,8,99,8,1,0,0.0,F1,A6,64,15,0.18518518518518517,17,4,32.0,3.09375,0.08791208791208792,,4/4,0,True,18,1,65,7,19,False,True
left_behind_-_doro__NA__m040-047__c000813.musicxml,candidate_musicxml_full_bothhands\left_behind_-_doro__NA__m040-047__c000813.musicxml,True,,own,,2,16,8,135,1,0,0,0.0,F2,A6,52,7,0.05343511450381679,12,3,32.0,4.21875,0.007462686567164179,,4/4,0,True,21,0,112,1,23,False,True
Lemoine_tudes_enfantines_op._37_no._12__Henry_Lemoine__m013-020__c003674.musicxml,candidate_musicxml_full_bothhands\Lemoine_tudes_enfantines_op._37_no._12__Henry_Lemoine__m013-020__c003674.musicxml,True,,12,Henry Lemoine,2,16,8,75,6,13,2,0.02666666666666667,G2,B5,40,18,0.3050847457627119,9,4,16.0,4.6875,0.09090909090909091,,2/4,0,True,60,0,0,6,0,False,True
Leo_Smit_1__NA__m001-008__c002478.musicxml,candidate_musicxml_full_bothhands\Leo_Smit_1__NA__m001-008__c002478.musicxml,True,,Leo Smit 1,,2,16,8,72,2,0,2,0.027777777777777776,G2,G4,24,1,0.015151515151515152,9,3,32.0,2.25,0.02857142857142857,,4/4,0,True,55,0,13,2,11,False,True
Let_it_go_Frozen__Edit_by_Alvin_Lee__m002-009__c002158.musicxml,candidate_musicxml_full_bothhands\Let_it_go_Frozen__Edit_by_Alvin_Lee__m002-009__c002158.musicxml,True,,Let it go,,2,16,8,55,8,0,1,0.01818181818181818,A2,C6,39,8,0.21052631578947367,20,3,32.0,1.71875,0.1702127659574468,,4/4,0,True,39,0,0,8,0,False,True
Let_it_go_Frozen__Edit_by_Alvin_Lee__m052-059__c002161.musicxml,candidate_musicxml_full_bothhands\Let_it_go_Frozen__Edit_by_Alvin_Lee__m052-059__c002161.musicxml,True,,Let it go,,2,16,8,66,1,1,0,0.0,F2,D5,33,18,0.2903225806451613,14,3,32.0,2.0625,0.015384615384615385,,4/4,0,True,33,1,31,0,9,False,True
Le_zizi__Pierre_Perret__m022-029__c003050.musicxml,candidate_musicxml_full_bothhands\Le_zizi__Pierre_Perret__m022-029__c003050.musicxml,True,,Le zizi,Pierre Perret,2,16,8,97,6,4,0,0.0,A1,B4,38,17,0.2125,11,5,32.0,3.03125,0.06818181818181818,,4/4,0,True,48,3,34,3,15,False,True
Le_zizi__Pierre_Perret__m028-035__c003051.musicxml,candidate_musicxml_full_bothhands\Le_zizi__Pierre_Perret__m028-035__c003051.musicxml,True,,Le zizi,Pierre Perret,2,16,8,103,6,3,0,0.0,C2,B4,35,18,0.20930232558139536,11,5,32.0,3.21875,0.06382978723404255,,4/4,0,True,55,3,33,3,14,False,True
Le_zizi__Pierre_Perret__m043-050__c003052.musicxml,candidate_musicxml_full_bothhands\Le_zizi__Pierre_Perret__m043-050__c003052.musicxml,True,,Le zizi,Pierre Perret,2,16,8,97,6,4,0,0.0,A1,B4,38,17,0.2125,11,5,32.0,3.03125,0.06818181818181818,,4/4,0,True,48,3,34,3,15,False,True
Le_zizi__Pierre_Perret__m049-056__c003053.musicxml,candidate_musicxml_full_bothhands\Le_zizi__Pierre_Perret__m049-056__c003053.musicxml,True,,Le zizi,Pierre Perret,2,16,8,105,6,3,0,0.0,C2,B4,35,21,0.23863636363636365,11,5,32.0,3.28125,0.0625,,4/4,0,True,55,3,35,3,14,False,True
